青海大学,吉林,本科一批,文科,0,374,0,0
延边大学,重庆,专科批,理科,0,260,0,0
陕西师范大学,海南,本科一批,理科,0,0,0,0
中国地质大学（武汉）,海南,"",理科,671,679,0,0
四川大学,上海,本科一批,综合,549,560,559,563
东华大学,福建,本科一批,理科,537,584,581,609
中国地质大学（武汉）,四川,本科一批,理科,581,616,624,613
哈尔滨工业大学,吉林,本科一批,理科,620,642,638,649
西安交通大学,河南,本科一批,文科,606,634,613,631
北京邮电大学,西藏,本科一批,理科,588,631,0,0
内蒙古大学,广东,本科一批,文科,520,554,555,552
武汉理工大学,广东,本科一批,文科,550,581,577,573
兰州大学,吉林,本科一批,文科,530,582,573,579
北京外国语大学,宁夏,本科一批,文科,601,608,613,620
石河子大学,天津,本科一批,理科,522,525,508,0
中国海洋大学,北京,本科一批,理科,603,614,619,0
北京中医药大学,广东,本科一批,文科,578,605,597,605
南京大学,甘肃,本科一批,文科,611,608,632,641
重庆大学,青海,本科一批,理科,419,540,539,523
郑州大学,重庆,本科一批,理科,566,597,566,576
南京师范大学,天津,本科一批,文科,585,612,585,0
福州大学,辽宁,本科一批,理科,561,598,590,586
华北电力大学,云南,本科一批,文科,602,621,611,614
中国石油大学（华东）,青海,本科一批,理科,391,456,459,440
西南交通大学,江苏,本科一批,理科,360,366,376,382
东北林业大学,广东,本科一批,理科,501,522,525,572
东北师范大学,北京,本科一批,综合,0,0,0,608
东北大学秦皇岛分校,山东,本科一批,综合,0,0,0,609
南京农业大学,安徽,本科一批,理科,562,592,584,610
北京邮电大学,黑龙江,本科一批,文科,572,532,584,588
华北电力大学,甘肃,本科一批,理科,551,584,570,578
西北工业大学,河北,本科一批,文科,608,639,624,619
中国石油大学（北京）,新疆,本科一批,理科,501,550,533,527
湖南师范大学,宁夏,本科一批,文科,559,582,582,588
中南大学,安徽,本科一批,理科,597,632,622,644
中山大学,山东,本科一批,理科,641,648,638,0
清华大学,上海,"",综合,605,611,618,624
延边大学,海南,"",理科,559,587,0,0
湖南大学,上海,本科一批,文科,0,0,0,0
中国地质大学（武汉）,广西,本科一批,体育类,0,436,0,498
四川农业大学,重庆,本科一批,文科,544,534,562,568
石河子大学,内蒙古,本科一批,汉授体育,0,0,90,0
内蒙古大学,浙江,"",综合,580,0,0,0
国防科技大学,上海,本科一批,综合,503,503,0,0
西南交通大学,贵州,本科一批,文科,614,638,605,611
北京化工大学,吉林,本科一批,文科,550,571,572,553
中央民族大学,重庆,本科一批,文科,592,586,605,614
中国政法大学,陕西,本科一批,理科,610,627,626,625
内蒙古大学,黑龙江,本科一批,理科,523,543,548,521
云南大学,广东,本科一批,文科,542,578,576,570
苏州大学,河南,本科一批,文科,593,623,603,619
中国人民大学,北京,本科一批,理科,661,674,671,0
南京理工大学,河南,本科一批,理科,589,614,613,646
中央民族大学,安徽,本科一批,文科,593,624,613,607
中南大学,河南,本科一批,理科,598,627,623,637
清华大学,甘肃,本科一批,理科,659,674,670,679
安徽大学,贵州,本科一批,理科,528,571,562,576
石河子大学,湖南,本科一批,体育理,0,0,661,0
电子科技大学,江西,本科一批,文科,586,618,604,599
合肥工业大学,安徽,本科一批,理科,570,601,592,626
南京航空航天大学,浙江,本科一批,综合,630,639,646,640
上海外国语大学,河南,本科一批,文科,610,632,613,626
中国矿业大学,湖南,本科一批,体育理,0,706,713,736
西北农林科技大学,河北,本科一批,文科,592,631,612,609
武汉理工大学,甘肃,本科一批,文科,550,552,572,555
北京师范大学,浙江,本科一批,综合,649,656,665,661
东华大学,广西,本科一批,理科,545,597,602,595
北京邮电大学,广西,本科一批,理科,576,628,635,628
长安大学,四川,本科一批,文科,576,589,588,575
重庆大学,内蒙古,本科一批,文科,552,597,609,610
东北林业大学,广西,本科一批,理科,484,537,546,543
中国地质大学（北京）,福建,本科一批,理科,501,557,553,585
电子科技大学,四川,本科一批,理科,627,650,669,659
中国地质大学（北京）,天津,本科一批,理科,570,602,595,0
河海大学,陕西,本科一批,理科,561,590,585,573
贵州大学,澳门,本科一批,文科,0,426,0,0
哈尔滨工业大学（深圳）,辽宁,本科一批,理科,0,654,654,665
吉林大学,海南,"",文科,757,738,0,0
华中农业大学,西藏,本科一批,理科,0,322,0,0
上海财经大学,山东,本科一批,综合,0,0,0,653
中国石油大学（北京）克拉玛依校区,山东,本科一批,综合,0,0,0,552
山东大学,天津,本科一批,理科,613,635,632,0
宁夏大学,河南,本科一批,文科,550,585,568,593
辽宁大学,山西,本科一批,文科,551,579,568,573
贵州大学,福建,本科一批,文科,491,584,576,582
哈尔滨工程大学,江西,本科一批,理科,561,594,586,604
延边大学,河北,本科一批,理科,541,582,572,603
海南大学,黑龙江,本科一批,理科,532,565,565,563
西南财经大学,天津,本科一批,文科,592,613,586,0
东北农业大学,贵州,本科一批,理科,470,495,487,500
贵州大学,河北,本科一批,文科,582,625,590,600
河北工业大学,河南,本科一批,理科,569,581,596,632
南京航空航天大学,河北,本科一批,理科,612,642,625,650
南京大学,四川,本科一批,文科,631,628,641,627
新疆大学,新疆,本科一批,理科,437,467,457,446
中国石油大学（华东）,山东,本科一批,文科,585,608,591,0
太原理工大学,上海,本科一批,理科,0,0,0,0
湖南大学,重庆,本科一批,理科,594,614,615,613
天津大学,重庆,本科一批,理科,624,649,642,644
北京大学,新疆,本科一批,理科,669,680,673,680
南昌大学,吉林,本科一批,文科,531,560,563,567
东北大学秦皇岛分校,云南,本科一批,理科,542,585,601,609
北京邮电大学,四川,本科一批,文科,594,600,603,591
